,subject_term,housing,bikes,homelessness,dogs,parks,construction,traffic,transit,noise,energy,climate,infrastructure,safety,arts,childcare,democracy,cost of living,healthcare,equity,business,max_val,max_cat,count
4219,structural integrity,0.156,0.011,0.001,0.004,0.045,0.574,0.013,0.028,0.000,0.004,0.017,0.822,0.388,0.000,0.008,0.043,0.002,0.076,0.076,0.350,0.822,infrastructure,8
4365,terminal stations,0.000,0.000,0.000,0.001,0.000,0.001,0.045,0.680,0.025,0.018,0.023,0.822,0.600,0.000,0.000,0.006,0.007,0.007,0.093,0.796,0.822,infrastructure,6
2767,mould,0.025,0.008,0.007,0.010,0.023,0.823,0.013,0.029,0.002,0.010,0.027,0.464,0.161,0.546,0.014,0.081,0.186,0.028,0.089,0.783,0.823,construction,4
3270,policies and procedures,0.032,0.002,0.008,0.002,0.005,0.001,0.035,0.085,0.000,0.004,0.002,0.002,0.433,0.000,0.011,0.033,0.014,0.068,0.057,0.823,0.823,business,377
3053,parking infractions,0.000,0.001,0.000,0.000,0.823,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.003,0.000,0.000,0.000,0.001,0.000,0.002,0.006,0.823,parks,48
457,basement flooding,0.657,0.000,0.000,0.000,0.000,0.001,0.000,0.004,0.002,0.001,0.008,0.823,0.105,0.000,0.001,0.000,0.010,0.000,0.003,0.018,0.823,infrastructure,115
3267,police stations,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.001,0.030,0.000,0.001,0.534,0.823,0.000,0.000,0.000,0.005,0.000,0.081,0.003,0.823,safety,7
2217,import,0.146,0.100,0.030,0.037,0.090,0.337,0.072,0.015,0.005,0.640,0.311,0.565,0.412,0.284,0.029,0.123,0.475,0.237,0.282,0.824,0.824,business,26
561,blocked drain subsidies,0.011,0.009,0.047,0.006,0.000,0.010,0.012,0.027,0.051,0.258,0.136,0.824,0.417,0.030,0.109,0.025,0.336,0.465,0.067,0.365,0.824,infrastructure,12
3631,renaming,0.703,0.093,0.012,0.058,0.368,0.296,0.188,0.535,0.075,0.505,0.383,0.520,0.311,0.682,0.113,0.092,0.246,0.274,0.207,0.825,0.825,business,396
4514,translation,0.341,0.072,0.081,0.043,0.118,0.057,0.180,0.825,0.015,0.224,0.318,0.312,0.316,0.037,0.107,0.171,0.308,0.182,0.206,0.321,0.825,transit,9
3005,outstanding balances,0.262,0.002,0.001,0.001,0.193,0.004,0.008,0.105,0.000,0.216,0.231,0.253,0.825,0.344,0.040,0.559,0.203,0.361,0.771,0.747,0.825,safety,118
4021,snow melter,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.001,0.000,0.002,0.009,0.005,0.001,0.000,0.000,0.001,0.000,0.001,0.825,0.825,business,3
3253,poet laureates,0.001,0.000,0.000,0.000,0.003,0.000,0.000,0.020,0.000,0.003,0.001,0.000,0.009,0.825,0.000,0.006,0.004,0.000,0.103,0.000,0.825,arts,14
4681,ventilation,0.032,0.006,0.001,0.009,0.012,0.001,0.003,0.028,0.010,0.299,0.761,0.134,0.826,0.041,0.008,0.021,0.011,0.070,0.022,0.304,0.826,safety,132
2454,lead levels,0.447,0.037,0.032,0.009,0.067,0.294,0.064,0.224,0.001,0.473,0.014,0.408,0.101,0.183,0.047,0.048,0.029,0.176,0.141,0.826,0.826,business,12
103,[activities in culture],0.001,0.030,0.000,0.002,0.006,0.004,0.001,0.011,0.000,0.003,0.001,0.000,0.003,0.826,0.002,0.033,0.001,0.000,0.041,0.000,0.826,arts,7
1982,greenbelts,0.008,0.008,0.000,0.002,0.349,0.013,0.000,0.009,0.000,0.424,0.098,0.093,0.826,0.041,0.010,0.004,0.049,0.008,0.038,0.020,0.826,safety,955
2215,immunizations,0.003,0.003,0.000,0.010,0.005,0.001,0.001,0.014,0.000,0.001,0.000,0.001,0.322,0.001,0.001,0.006,0.000,0.826,0.016,0.010,0.826,healthcare,62
2716,minimum wage,0.005,0.001,0.000,0.001,0.012,0.158,0.006,0.086,0.000,0.001,0.001,0.021,0.007,0.000,0.003,0.001,0.827,0.001,0.004,0.429,0.827,cost of living,11
550,biosolids management,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.827,0.827,business,54
582,boat launch passes,0.001,0.000,0.001,0.001,0.002,0.013,0.002,0.640,0.086,0.018,0.006,0.828,0.770,0.032,0.001,0.020,0.126,0.001,0.114,0.734,0.828,infrastructure,3
2021,hand washing,0.003,0.000,0.000,0.000,0.002,0.000,0.000,0.003,0.000,0.000,0.001,0.000,0.828,0.002,0.000,0.004,0.009,0.001,0.058,0.090,0.828,safety,11
1173,courier services,0.001,0.001,0.002,0.001,0.001,0.000,0.036,0.828,0.000,0.001,0.006,0.005,0.014,0.008,0.001,0.004,0.003,0.006,0.016,0.431,0.828,transit,25
2953,one way operations,0.016,0.022,0.009,0.008,0.024,0.050,0.587,0.347,0.001,0.181,0.122,0.118,0.255,0.001,0.037,0.069,0.176,0.011,0.113,0.828,0.828,business,80
4387,tickets,0.052,0.001,0.001,0.003,0.046,0.082,0.002,0.829,0.000,0.056,0.060,0.057,0.231,0.306,0.020,0.096,0.045,0.127,0.188,0.328,0.829,transit,19
1611,environmental sensitivity,0.016,0.016,0.003,0.007,0.169,0.003,0.010,0.038,0.002,0.003,0.829,0.003,0.025,0.000,0.001,0.000,0.000,0.000,0.005,0.000,0.829,climate,53
4670,vehicle branding,0.000,0.073,0.000,0.001,0.001,0.001,0.829,0.363,0.000,0.003,0.001,0.001,0.410,0.000,0.000,0.003,0.000,0.000,0.017,0.066,0.829,traffic,7
4350,tenancy agreements,0.299,0.003,0.000,0.002,0.017,0.002,0.002,0.065,0.000,0.036,0.010,0.025,0.324,0.004,0.005,0.014,0.003,0.010,0.057,0.829,0.829,business,1515
3831,scramble light,0.040,0.018,0.004,0.008,0.012,0.145,0.829,0.280,0.001,0.579,0.034,0.138,0.417,0.225,0.036,0.004,0.143,0.054,0.007,0.283,0.829,traffic,12
4427,trade centers,0.001,0.002,0.000,0.001,0.000,0.000,0.003,0.005,0.000,0.003,0.001,0.627,0.010,0.000,0.000,0.001,0.001,0.001,0.014,0.829,0.829,business,22
2364,ivr,0.366,0.067,0.079,0.034,0.127,0.296,0.396,0.538,0.381,0.830,0.373,0.415,0.532,0.322,0.147,0.138,0.382,0.239,0.207,0.432,0.830,energy,40
4641,utility holes,0.001,0.017,0.002,0.001,0.000,0.033,0.005,0.031,0.001,0.174,0.008,0.830,0.105,0.000,0.001,0.001,0.070,0.008,0.001,0.031,0.830,infrastructure,8
4267,surface flow,0.180,0.052,0.008,0.005,0.088,0.008,0.830,0.690,0.000,0.061,0.232,0.417,0.300,0.008,0.033,0.067,0.095,0.096,0.282,0.600,0.830,traffic,17
3991,skills development in the workplace,0.000,0.004,0.000,0.001,0.000,0.249,0.002,0.003,0.001,0.040,0.003,0.001,0.064,0.001,0.000,0.016,0.000,0.003,0.009,0.830,0.830,business,121
1651,exhibitions,0.001,0.027,0.001,0.009,0.002,0.001,0.001,0.009,0.000,0.058,0.013,0.002,0.007,0.830,0.001,0.024,0.005,0.020,0.016,0.293,0.830,arts,20
3877,severance payment,0.008,0.012,0.002,0.005,0.045,0.025,0.009,0.110,0.000,0.058,0.086,0.154,0.276,0.075,0.001,0.032,0.003,0.027,0.132,0.830,0.830,business,4
3478,public service announcements,0.016,0.019,0.106,0.011,0.040,0.001,0.146,0.250,0.623,0.192,0.225,0.027,0.831,0.001,0.027,0.024,0.233,0.138,0.095,0.007,0.831,safety,8
1519,emergency supply kits,0.003,0.000,0.001,0.001,0.007,0.001,0.000,0.025,0.000,0.004,0.005,0.002,0.831,0.001,0.000,0.001,0.001,0.003,0.004,0.001,0.831,safety,117
4194,street naming,0.006,0.019,0.010,0.004,0.000,0.001,0.831,0.119,0.000,0.001,0.001,0.096,0.193,0.000,0.000,0.006,0.005,0.000,0.096,0.042,0.831,traffic,396
3468,public private partnerships,0.317,0.016,0.002,0.001,0.095,0.404,0.008,0.302,0.001,0.402,0.089,0.545,0.128,0.078,0.074,0.003,0.030,0.400,0.165,0.831,0.831,business,36
3563,recreation policies,0.000,0.173,0.000,0.003,0.831,0.001,0.001,0.002,0.001,0.000,0.000,0.009,0.002,0.027,0.003,0.002,0.001,0.000,0.035,0.000,0.831,parks,30
426,back-water valves,0.006,0.001,0.003,0.002,0.001,0.020,0.003,0.048,0.004,0.007,0.047,0.832,0.796,0.005,0.003,0.004,0.056,0.010,0.015,0.439,0.832,infrastructure,16
3876,severance pay,0.003,0.008,0.000,0.002,0.026,0.029,0.004,0.044,0.000,0.025,0.027,0.074,0.088,0.021,0.000,0.014,0.001,0.006,0.116,0.832,0.832,business,4
61,Land Transfer Tax,0.004,0.000,0.000,0.000,0.003,0.001,0.000,0.001,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.001,0.000,0.012,0.832,0.832,business,35
3547,re-organization,0.621,0.052,0.011,0.016,0.229,0.222,0.117,0.258,0.002,0.324,0.136,0.590,0.139,0.408,0.120,0.113,0.092,0.368,0.179,0.832,0.832,business,6
2749,motor coaches,0.000,0.002,0.000,0.000,0.001,0.000,0.002,0.833,0.000,0.011,0.001,0.002,0.073,0.000,0.001,0.001,0.001,0.000,0.013,0.038,0.833,transit,11
1472,elections,0.003,0.001,0.000,0.001,0.001,0.000,0.000,0.005,0.000,0.058,0.001,0.001,0.006,0.001,0.000,0.833,0.007,0.000,0.075,0.001,0.833,democracy,311
158,[rules in finance],0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.006,0.000,0.149,0.834,0.834,business,2
2199,ice storms,0.013,0.001,0.000,0.001,0.006,0.002,0.006,0.026,0.006,0.025,0.834,0.058,0.057,0.001,0.001,0.000,0.013,0.001,0.003,0.004,0.834,climate,10
317,animal sterilization,0.001,0.000,0.000,0.200,0.002,0.000,0.000,0.003,0.003,0.001,0.000,0.000,0.834,0.000,0.000,0.000,0.001,0.001,0.002,0.074,0.834,safety,4
1903,gas taxes,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.004,0.000,0.834,0.001,0.005,0.003,0.000,0.000,0.000,0.526,0.000,0.003,0.026,0.834,energy,6
4659,valley corridors,0.003,0.003,0.000,0.001,0.000,0.015,0.448,0.612,0.001,0.002,0.006,0.835,0.752,0.001,0.000,0.005,0.042,0.000,0.019,0.030,0.835,infrastructure,6
1585,environmental effects,0.019,0.013,0.010,0.004,0.074,0.002,0.048,0.038,0.002,0.007,0.835,0.005,0.003,0.000,0.002,0.001,0.000,0.000,0.007,0.000,0.835,climate,39
4639,utility cuts,0.000,0.012,0.002,0.002,0.000,0.001,0.005,0.041,0.002,0.804,0.008,0.835,0.307,0.000,0.000,0.001,0.158,0.001,0.003,0.576,0.835,infrastructure,79
2751,motor vehicle access,0.003,0.221,0.000,0.000,0.292,0.002,0.835,0.694,0.000,0.001,0.001,0.042,0.192,0.000,0.000,0.001,0.001,0.000,0.009,0.027,0.835,traffic,27
2549,living things,0.835,0.163,0.001,0.168,0.165,0.040,0.010,0.409,0.001,0.203,0.391,0.026,0.549,0.234,0.120,0.078,0.568,0.489,0.381,0.005,0.835,housing,2
2447,lay-by,0.549,0.040,0.148,0.020,0.132,0.835,0.096,0.283,0.048,0.107,0.221,0.533,0.642,0.155,0.121,0.037,0.386,0.175,0.145,0.564,0.835,construction,16
2929,office lights,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.638,0.001,0.462,0.284,0.000,0.000,0.017,0.008,0.002,0.049,0.836,0.836,business,4
1990,grievances,0.409,0.011,0.114,0.009,0.029,0.020,0.085,0.133,0.012,0.025,0.147,0.151,0.005,0.001,0.051,0.004,0.836,0.122,0.007,0.006,0.836,cost of living,24
968,commemorative benches,0.001,0.000,0.000,0.001,0.057,0.175,0.000,0.041,0.000,0.003,0.023,0.836,0.046,0.717,0.001,0.049,0.001,0.009,0.235,0.006,0.836,infrastructure,6
2959,ontario municipal board,0.071,0.021,0.040,0.007,0.129,0.130,0.278,0.101,0.025,0.072,0.093,0.354,0.487,0.004,0.011,0.069,0.208,0.002,0.474,0.836,0.836,business,1225
2610,maintenance,0.012,0.042,0.000,0.007,0.178,0.000,0.005,0.005,0.002,0.002,0.036,0.836,0.006,0.000,0.000,0.035,0.046,0.006,0.039,0.687,0.836,infrastructure,345
1749,financing,0.018,0.049,0.015,0.005,0.036,0.001,0.006,0.142,0.000,0.048,0.018,0.583,0.015,0.001,0.005,0.044,0.010,0.026,0.610,0.836,0.836,business,1575
1815,flus,0.240,0.007,0.058,0.015,0.085,0.373,0.218,0.612,0.598,0.501,0.837,0.401,0.513,0.064,0.120,0.028,0.425,0.206,0.084,0.314,0.837,climate,51
4281,sustainable,0.490,0.138,0.001,0.012,0.284,0.202,0.046,0.396,0.000,0.382,0.439,0.593,0.837,0.010,0.120,0.058,0.384,0.381,0.268,0.449,0.837,safety,61
3383,project schedules,0.058,0.006,0.001,0.003,0.022,0.837,0.015,0.127,0.001,0.190,0.061,0.196,0.025,0.159,0.003,0.037,0.003,0.062,0.118,0.738,0.837,construction,168
4855,watersaver programs,0.001,0.000,0.001,0.001,0.001,0.000,0.003,0.006,0.000,0.006,0.002,0.003,0.837,0.000,0.000,0.001,0.002,0.000,0.026,0.001,0.837,safety,38
3795,sailing,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.838,0.005,0.002,0.002,0.001,0.186,0.001,0.000,0.004,0.023,0.000,0.040,0.007,0.838,transit,3
1843,food service establishments,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.010,0.000,0.000,0.004,0.002,0.000,0.105,0.838,0.838,business,77
4764,waste management facilities,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.001,0.001,0.002,0.001,0.314,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.838,0.838,business,37
2555,lobbyist registrars,0.000,0.001,0.000,0.001,0.001,0.000,0.002,0.002,0.000,0.011,0.002,0.002,0.011,0.001,0.000,0.006,0.003,0.003,0.093,0.838,0.838,business,89
1221,curblane permits,0.055,0.020,0.009,0.019,0.041,0.788,0.805,0.541,0.003,0.252,0.188,0.784,0.838,0.264,0.083,0.040,0.130,0.196,0.091,0.692,0.838,safety,107
1301,destination marketing,0.001,0.008,0.000,0.005,0.053,0.000,0.038,0.005,0.000,0.005,0.009,0.004,0.001,0.000,0.000,0.001,0.001,0.000,0.016,0.839,0.839,business,23
941,coaches (vehicles),0.000,0.000,0.000,0.000,0.001,0.001,0.037,0.839,0.001,0.000,0.001,0.001,0.360,0.000,0.014,0.003,0.002,0.000,0.020,0.397,0.839,transit,11
4366,terminals,0.001,0.002,0.020,0.013,0.001,0.075,0.082,0.465,0.103,0.107,0.229,0.021,0.457,0.002,0.011,0.041,0.023,0.080,0.023,0.839,0.839,business,6
3206,pickup of recyclables,0.008,0.015,0.000,0.000,0.012,0.000,0.000,0.009,0.000,0.001,0.001,0.005,0.048,0.000,0.000,0.011,0.001,0.000,0.070,0.839,0.839,business,5
1155,costs,0.636,0.185,0.095,0.021,0.160,0.567,0.156,0.503,0.006,0.272,0.225,0.625,0.164,0.215,0.334,0.105,0.839,0.635,0.024,0.817,0.839,cost of living,207
4741,walking paths,0.000,0.000,0.003,0.003,0.121,0.001,0.000,0.016,0.000,0.007,0.008,0.050,0.839,0.006,0.001,0.060,0.082,0.004,0.256,0.002,0.839,safety,136
1366,ditches,0.446,0.014,0.281,0.840,0.083,0.316,0.140,0.587,0.473,0.172,0.311,0.257,0.256,0.238,0.112,0.012,0.507,0.116,0.003,0.397,0.840,dogs,3
1304,developers,0.287,0.005,0.000,0.002,0.007,0.840,0.003,0.005,0.001,0.146,0.047,0.109,0.155,0.010,0.000,0.048,0.014,0.005,0.161,0.658,0.840,construction,23
741,cance,0.407,0.047,0.128,0.020,0.150,0.003,0.302,0.485,0.841,0.222,0.493,0.400,0.631,0.226,0.091,0.057,0.391,0.243,0.047,0.748,0.841,noise,58
2776,multi purpose facilities,0.360,0.004,0.000,0.002,0.273,0.432,0.023,0.443,0.001,0.505,0.137,0.841,0.163,0.274,0.068,0.063,0.004,0.340,0.068,0.257,0.841,infrastructure,19
3629,remote water meters,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.001,0.842,0.280,0.000,0.000,0.002,0.024,0.000,0.048,0.049,0.842,infrastructure,2
3328,pre-authorized plans,0.491,0.027,0.004,0.005,0.166,0.523,0.058,0.347,0.001,0.247,0.123,0.453,0.489,0.220,0.128,0.099,0.095,0.769,0.149,0.842,0.842,business,149
2356,investment marketing,0.001,0.005,0.000,0.001,0.003,0.000,0.001,0.001,0.000,0.003,0.002,0.021,0.001,0.000,0.000,0.001,0.001,0.000,0.092,0.842,0.842,business,452
3346,prevention,0.083,0.067,0.019,0.019,0.120,0.000,0.106,0.051,0.002,0.053,0.062,0.088,0.842,0.003,0.025,0.034,0.010,0.048,0.104,0.084,0.842,safety,66
4271,surplus,0.622,0.260,0.000,0.051,0.296,0.438,0.112,0.473,0.000,0.379,0.332,0.473,0.083,0.516,0.162,0.109,0.044,0.385,0.843,0.743,0.843,equity,56
1986,greening,0.345,0.047,0.003,0.011,0.360,0.022,0.102,0.273,0.000,0.843,0.386,0.353,0.290,0.015,0.043,0.022,0.013,0.163,0.251,0.088,0.843,energy,94
1739,financial assistance for recreation programs,0.000,0.360,0.000,0.003,0.843,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.003,0.000,0.001,0.003,0.000,0.241,0.000,0.843,parks,10
1928,going out of business sales,0.001,0.035,0.000,0.002,0.096,0.001,0.001,0.006,0.010,0.027,0.130,0.006,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.843,0.843,business,2
1211,cultural facilities,0.047,0.011,0.000,0.004,0.112,0.004,0.001,0.019,0.001,0.002,0.199,0.043,0.010,0.844,0.032,0.045,0.002,0.003,0.154,0.001,0.844,arts,64
4594,underground services,0.006,0.005,0.140,0.003,0.001,0.002,0.025,0.844,0.018,0.037,0.057,0.442,0.502,0.001,0.064,0.013,0.073,0.073,0.006,0.124,0.844,transit,18
2379,jobs,0.000,0.000,0.000,0.001,0.000,0.107,0.000,0.007,0.001,0.001,0.000,0.003,0.008,0.000,0.001,0.002,0.001,0.000,0.016,0.844,0.844,business,172
2933,offices,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.001,0.001,0.008,0.001,0.112,0.000,0.000,0.073,0.009,0.006,0.087,0.844,0.844,business,67
1981,green vehicles,0.001,0.095,0.000,0.000,0.038,0.038,0.651,0.593,0.001,0.845,0.442,0.003,0.483,0.002,0.002,0.028,0.009,0.001,0.172,0.027,0.845,energy,35
196,accounts,0.059,0.001,0.010,0.002,0.012,0.006,0.010,0.080,0.000,0.015,0.113,0.003,0.165,0.001,0.003,0.045,0.299,0.025,0.303,0.845,0.845,business,59
4261,sump pumps,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.012,0.406,0.006,0.845,0.266,0.000,0.000,0.000,0.005,0.000,0.004,0.593,0.845,infrastructure,4
3936,sidewalk patios (restaurants),0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.002,0.007,0.002,0.543,0.001,0.000,0.009,0.004,0.000,0.149,0.846,0.846,business,697
1403,drinking water fountains,0.001,0.000,0.000,0.001,0.003,0.000,0.000,0.003,0.000,0.000,0.001,0.846,0.726,0.001,0.002,0.018,0.002,0.001,0.071,0.223,0.846,infrastructure,7
1178,crack repairs,0.126,0.046,0.004,0.009,0.051,0.328,0.052,0.186,0.166,0.047,0.045,0.686,0.036,0.092,0.013,0.008,0.132,0.077,0.029,0.846,0.846,business,119
2576,long term care facilities,0.048,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.000,0.001,0.005,0.010,0.000,0.000,0.000,0.001,0.846,0.009,0.000,0.846,healthcare,360
1582,environmental conditions,0.015,0.013,0.005,0.005,0.118,0.003,0.025,0.054,0.002,0.004,0.846,0.003,0.102,0.000,0.005,0.001,0.001,0.000,0.025,0.000,0.846,climate,39
4881,wet weather flow management,0.002,0.001,0.000,0.001,0.005,0.000,0.064,0.011,0.000,0.001,0.846,0.004,0.004,0.000,0.000,0.000,0.000,0.000,0.005,0.046,0.846,climate,48
1431,dumping,0.046,0.009,0.089,0.043,0.039,0.003,0.149,0.498,0.654,0.287,0.131,0.192,0.218,0.008,0.053,0.023,0.736,0.123,0.026,0.847,0.847,business,10
1423,drop-in swimming,0.000,0.000,0.000,0.001,0.002,0.000,0.000,0.001,0.001,0.004,0.001,0.000,0.847,0.000,0.000,0.001,0.002,0.000,0.015,0.000,0.847,safety,25
2598,low speed vehicles,0.001,0.211,0.000,0.000,0.037,0.037,0.625,0.497,0.025,0.006,0.002,0.002,0.847,0.000,0.001,0.005,0.005,0.000,0.021,0.009,0.847,safety,6
1736,finance (sc),0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.006,0.011,0.000,0.000,0.000,0.010,0.000,0.006,0.847,0.847,business,63
2995,outdoor merchandise displays,0.000,0.056,0.000,0.014,0.022,0.000,0.001,0.001,0.000,0.015,0.019,0.000,0.002,0.107,0.000,0.007,0.002,0.000,0.065,0.847,0.847,business,11
1722,ferryboats,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.847,0.000,0.001,0.001,0.102,0.746,0.001,0.000,0.001,0.004,0.000,0.036,0.250,0.847,transit,20
3718,rezoning,0.397,0.063,0.044,0.030,0.070,0.622,0.033,0.571,0.277,0.413,0.206,0.418,0.299,0.185,0.036,0.049,0.534,0.136,0.183,0.848,0.848,business,4295
1971,green fleet vehicles,0.001,0.010,0.000,0.000,0.042,0.002,0.023,0.391,0.002,0.848,0.817,0.010,0.555,0.003,0.000,0.027,0.007,0.007,0.123,0.714,0.848,energy,35
4875,well water testing,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.150,0.848,0.000,0.000,0.000,0.002,0.000,0.035,0.088,0.848,safety,1
1884,garbage collection,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.010,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.849,0.849,business,38
4589,unassumed roads,0.000,0.002,0.005,0.001,0.000,0.022,0.480,0.009,0.003,0.000,0.001,0.849,0.614,0.001,0.000,0.014,0.011,0.000,0.049,0.008,0.849,infrastructure,8
3101,pay scale,0.064,0.016,0.000,0.004,0.045,0.209,0.014,0.173,0.000,0.068,0.053,0.232,0.081,0.131,0.005,0.029,0.609,0.376,0.121,0.849,0.849,business,136
1213,cultural organizations,0.003,0.002,0.001,0.002,0.004,0.003,0.001,0.012,0.000,0.002,0.079,0.000,0.016,0.849,0.006,0.021,0.002,0.001,0.103,0.000,0.849,arts,160
3388,proof of residency,0.849,0.006,0.000,0.004,0.021,0.002,0.001,0.004,0.000,0.014,0.001,0.005,0.107,0.064,0.001,0.039,0.004,0.168,0.429,0.204,0.849,housing,3
456,basement flood cleanup,0.316,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.849,0.132,0.000,0.000,0.000,0.005,0.000,0.079,0.683,0.849,infrastructure,115
1312,development charges,0.075,0.013,0.001,0.005,0.001,0.849,0.002,0.006,0.007,0.177,0.006,0.633,0.019,0.002,0.005,0.020,0.024,0.004,0.017,0.797,0.849,construction,188
2459,leaf blowers,0.000,0.000,0.000,0.000,0.029,0.001,0.000,0.004,0.850,0.143,0.001,0.014,0.413,0.053,0.001,0.003,0.003,0.001,0.013,0.584,0.850,noise,10
3497,pyschiatry,0.013,0.004,0.003,0.012,0.009,0.004,0.005,0.255,0.015,0.043,0.205,0.106,0.020,0.006,0.004,0.007,0.031,0.850,0.002,0.002,0.850,healthcare,31
168,abccs,0.206,0.158,0.014,0.017,0.058,0.453,0.077,0.258,0.087,0.436,0.140,0.382,0.373,0.088,0.358,0.014,0.355,0.167,0.041,0.850,0.850,business,701
316,animal shelters,0.850,0.000,0.000,0.144,0.000,0.000,0.000,0.001,0.007,0.001,0.001,0.000,0.080,0.000,0.000,0.000,0.003,0.000,0.058,0.031,0.850,housing,136
752,capital budgets,0.035,0.011,0.002,0.003,0.037,0.198,0.012,0.026,0.001,0.106,0.020,0.447,0.076,0.026,0.005,0.011,0.024,0.061,0.260,0.850,0.850,business,1966
3404,property owners,0.115,0.004,0.000,0.003,0.015,0.012,0.000,0.001,0.003,0.007,0.006,0.003,0.043,0.001,0.000,0.002,0.017,0.000,0.607,0.851,0.851,business,44
465,bazaars,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.001,0.001,0.001,0.003,0.001,0.000,0.001,0.011,0.000,0.059,0.851,0.851,business,8
3204,pick up zones,0.098,0.050,0.022,0.008,0.106,0.205,0.270,0.230,0.007,0.095,0.124,0.362,0.851,0.062,0.387,0.023,0.043,0.072,0.139,0.701,0.851,safety,505
1599,environmental legislation,0.001,0.003,0.001,0.002,0.099,0.000,0.001,0.002,0.001,0.006,0.852,0.001,0.011,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.852,climate,5
2261,inequity,0.184,0.019,0.004,0.007,0.064,0.036,0.044,0.221,0.002,0.690,0.178,0.852,0.018,0.061,0.027,0.005,0.237,0.084,0.025,0.209,0.852,infrastructure,12
1716,fences,0.000,0.000,0.002,0.000,0.000,0.414,0.004,0.006,0.000,0.000,0.003,0.737,0.852,0.001,0.001,0.003,0.005,0.001,0.014,0.140,0.852,safety,1593
655,building evacuation plans,0.009,0.001,0.002,0.005,0.004,0.008,0.002,0.005,0.008,0.010,0.064,0.016,0.853,0.000,0.000,0.004,0.002,0.000,0.024,0.137,0.853,safety,58
1534,employment,0.000,0.029,0.000,0.014,0.033,0.007,0.007,0.026,0.007,0.075,0.003,0.059,0.004,0.061,0.001,0.051,0.003,0.004,0.799,0.853,0.853,business,172
4085,speed humps,0.020,0.021,0.002,0.004,0.006,0.299,0.663,0.245,0.853,0.015,0.025,0.605,0.154,0.006,0.019,0.003,0.021,0.048,0.001,0.186,0.853,noise,828
723,bylaw procedures,0.145,0.020,0.030,0.013,0.053,0.006,0.255,0.104,0.002,0.014,0.005,0.007,0.206,0.000,0.010,0.006,0.017,0.001,0.045,0.853,0.853,business,29
937,coach lines,0.001,0.000,0.001,0.000,0.001,0.024,0.060,0.721,0.000,0.006,0.014,0.019,0.326,0.007,0.439,0.033,0.015,0.008,0.138,0.853,0.853,business,7
2529,line fences,0.003,0.000,0.001,0.001,0.001,0.640,0.005,0.007,0.000,0.004,0.008,0.804,0.854,0.021,0.001,0.003,0.035,0.005,0.040,0.272,0.854,safety,1593
917,clear bags,0.582,0.002,0.075,0.007,0.132,0.165,0.028,0.658,0.001,0.068,0.146,0.243,0.854,0.207,0.189,0.068,0.276,0.235,0.193,0.638,0.854,safety,3
1320,diamond lane,0.003,0.006,0.000,0.000,0.000,0.096,0.855,0.035,0.000,0.002,0.001,0.730,0.536,0.012,0.001,0.001,0.011,0.002,0.002,0.199,0.855,traffic,18
3815,scheduling,0.008,0.012,0.000,0.006,0.020,0.001,0.021,0.136,0.000,0.018,0.008,0.007,0.033,0.008,0.057,0.022,0.002,0.020,0.065,0.855,0.855,business,168
